ImageId,Classe,Feature_LBP_1,Feature_LBP_2,Feature_LBP_3,Feature_LBP_4,Feature_LBP_5,Feature_LBP_6,Feature_LBP_7,Feature_LBP_8,Feature_LBP_9,Feature_LBP_10
Parteck 50.jpg,Cohesive,0.0682101779513889,0.09400092230902778,0.03643798828125,0.08294677734375,0.07196723090277778,0.14421251085069445,0.07939995659722222,0.09736463758680555,0.1170383029513889,0.20842149522569445
Parteck 50.jpg,Cohesive,0.078369140625,0.0997653537326389,0.039042154947916664,0.08003065321180555,0.0690578884548611,0.13380262586805555,0.07783338758680555,0.09587944878472222,0.1093410915798611,0.21687825520833334
Parteck 50.jpg,Cohesive,0.06890190972222222,0.0959201388888889,0.03687879774305555,0.08128526475694445,0.06859673394097222,0.14103190104166666,0.07794189453125,0.0982666015625,0.1189236111111111,0.2122531467013889
Parteck 50.jpg,Cohesive,0.06785753038194445,0.0927395290798611,0.0357666015625,0.08351643880208333,0.07232666015625,0.1484646267361111,0.07838270399305555,0.09885660807291667,0.11838785807291667,0.2037014431423611
Parteck 50.jpg,Cohesive,0.07457817925347222,0.0992431640625,0.039693196614583336,0.08173963758680555,0.06871202256944445,0.1343994140625,0.07755533854166667,0.09599473741319445,0.11144341362847222,0.2166408962673611
Parteck 50.jpg,Cohesive,0.062744140625,0.0916476779513889,0.03416612413194445,0.0835910373263889,0.07153998480902778,0.14982096354166666,0.07828776041666667,0.09885660807291667,0.1254204644097222,0.2039252387152778
Parteck 50.jpg,Cohesive,0.055365668402777776,0.08418782552083333,0.030368381076388888,0.08638509114583333,0.07878282335069445,0.16853162977430555,0.07897271050347222,0.1002197265625,0.1312594943576389,0.18592664930555555
Parteck 50.jpg,Cohesive,0.0666842990451389,0.0938381618923611,0.037055121527777776,0.0846896701388889,0.07092963324652778,0.1426459418402778,0.07790120442708333,0.0992092556423611,0.1167263454861111,0.2103203667534722
Parteck 50.jpg,Cohesive,0.050028483072916664,0.08018663194444445,0.028469509548611112,0.0877346462673611,0.08159722222222222,0.17277696397569445,0.0799899631076389,0.10030110677083333,0.14229329427083334,0.17662217881944445
Mowiol 18-88.jpg,Cohesive,0.023654513888888888,0.05748155381944445,0.015285915798611112,0.0942721896701389,0.1061062282986111,0.22959391276041666,0.07823350694444445,0.09440782335069445,0.19038899739583334,0.11057535807291667
Mowiol 18-88.jpg,Cohesive,0.023166232638888888,0.05732557508680555,0.015034993489583334,0.09447564019097222,0.1075100368923611,0.23200819227430555,0.07891167534722222,0.0960354275173611,0.18638780381944445,0.10914442274305555
Mowiol 18-88.jpg,Cohesive,0.023857964409722224,0.05811903211805555,0.0142822265625,0.0923122829861111,0.10630289713541667,0.22910563151041666,0.07792833116319445,0.09510633680555555,0.19243028428819445,0.11055501302083333
Mowiol 18-88.jpg,Cohesive,0.023600260416666668,0.056525336371527776,0.015109592013888888,0.09543863932291667,0.10954454210069445,0.230712890625,0.07843017578125,0.09495713975694445,0.1844211154513889,0.11126030815972222
Mowiol 18-88.jpg,Cohesive,0.024400499131944444,0.05708143446180555,0.015699598524305556,0.09492323133680555,0.11368815104166667,0.22735595703125,0.07990180121527778,0.09635416666666667,0.17966715494791666,0.1109280056423611
Mowiol 18-88.jpg,Cohesive,0.023050944010416668,0.057318793402777776,0.014662000868055556,0.09491644965277778,0.11014811197916667,0.22733561197916666,0.07759602864583333,0.09700520833333333,0.18752034505208334,0.1104465060763889
Mowiol 18-88.jpg,Cohesive,0.023546006944444444,0.05601671006944445,0.015611436631944444,0.09549967447916667,0.11078559027777778,0.2303127712673611,0.0802341037326389,0.09595404730902778,0.1830173068576389,0.10902235243055555
Mowiol 18-88.jpg,Cohesive,0.023091634114583332,0.056952582465277776,0.015950520833333332,0.09388563368055555,0.1112060546875,0.22947184244791666,0.08092583550347222,0.0962253146701389,0.18159315321180555,0.11069742838541667
Mowiol 18-88.jpg,Cohesive,0.023478190104166668,0.05754258897569445,0.015245225694444444,0.09291585286458333,0.10687255859375,0.2277492947048611,0.0799899631076389,0.09694417317708333,0.18717447916666666,0.1120876736111111
Cetyl alcohol.jpg,Cohesive,0.05343967013888889,0.08020697699652778,0.029649522569444444,0.08720567491319445,0.08229573567708333,0.1752387152777778,0.0802341037326389,0.10074869791666667,0.1307101779513889,0.1802707248263889
Cetyl alcohol.jpg,Cohesive,0.05267333984375,0.08002387152777778,0.029805501302083332,0.08671061197916667,0.08546278211805555,0.17441813151041666,0.07898627387152778,0.10093858506944445,0.12827555338541666,0.1827053493923611
Cetyl alcohol.jpg,Cohesive,0.050835503472222224,0.08216010199652778,0.029927571614583332,0.08842637803819445,0.07881673177083333,0.16990831163194445,0.07946099175347222,0.10150146484375,0.12794325086805555,0.19101969401041666
Cetyl alcohol.jpg,Cohesive,0.05203586154513889,0.07910834418402778,0.030178493923611112,0.08756510416666667,0.08576795789930555,0.1751369900173611,0.0799560546875,0.1002468532986111,0.1306830512152778,0.1793212890625
Cetyl alcohol.jpg,Cohesive,0.04985215928819445,0.0803561740451389,0.028923882378472224,0.0881686740451389,0.0876193576388889,0.17692057291666666,0.0808376736111111,0.09773763020833333,0.13069661458333334,0.1788872612847222
Cetyl alcohol.jpg,Cohesive,0.051615397135416664,0.08024088541666667,0.030531141493055556,0.08894856770833333,0.08245171440972222,0.16831461588541666,0.0807223849826389,0.09892442491319445,0.1277533637152778,0.1904975043402778
Cetyl alcohol.jpg,Cohesive,0.052734375,0.08247884114583333,0.032002766927083336,0.0897488064236111,0.08162434895833333,0.16435411241319445,0.08027479383680555,0.09966362847222222,0.12639024522569445,0.1907280815972222
Cetyl alcohol.jpg,Cohesive,0.0513916015625,0.07930501302083333,0.030693901909722224,0.0885959201388889,0.08634440104166667,0.17271592881944445,0.08100043402777778,0.0987548828125,0.12641737196180555,0.1847805447048611
Cetyl alcohol.jpg,Cohesive,0.05396864149305555,0.08342827690972222,0.03132459852430555,0.08851453993055555,0.08080376519097222,0.16107177734375,0.08021375868055555,0.0993923611111111,0.1278347439236111,0.1934475368923611
Potasium chloride.jpg,Cohesive,0.025254991319444444,0.056477864583333336,0.013264973958333334,0.09143744574652778,0.09986029730902778,0.2292751736111111,0.07427978515625,0.09552680121527778,0.20313856336805555,0.1114841037326389
Potasium chloride.jpg,Cohesive,0.026584201388888888,0.057732476128472224,0.013339572482638888,0.09049479166666667,0.1009250217013889,0.2267388237847222,0.07512071397569445,0.0971340603298611,0.19834391276041666,0.11358642578125
Potasium chloride.jpg,Cohesive,0.025485568576388888,0.056009928385416664,0.013142903645833334,0.09159342447916667,0.10013834635416667,0.22227647569444445,0.07720947265625,0.0975070529513889,0.19993760850694445,0.11669921875
Potasium chloride.jpg,Cohesive,0.025424533420138888,0.054931640625,0.014078776041666666,0.09190538194444445,0.10094536675347222,0.2283664279513889,0.0763210720486111,0.09509955512152778,0.2001614040798611,0.1127658420138889
Potasium chloride.jpg,Cohesive,0.026563856336805556,0.05683729383680555,0.01373291015625,0.0920071072048611,0.10303412543402778,0.2259589301215278,0.0761447482638889,0.09661865234375,0.19569227430555555,0.11341010199652778
Potasium chloride.jpg,Cohesive,0.024420844184027776,0.056769476996527776,0.013699001736111112,0.09351264105902778,0.10151502821180555,0.21980116102430555,0.07838948567708333,0.0961574978298611,0.19877115885416666,0.11696370442708333
Potasium chloride.jpg,Cohesive,0.024909125434027776,0.055806477864583336,0.014207628038194444,0.0919460720486111,0.10276285807291667,0.2279120551215278,0.07566324869791667,0.09717475043402778,0.19666883680555555,0.1129489474826389
Potasium chloride.jpg,Cohesive,0.024929470486111112,0.056722005208333336,0.01385498046875,0.0910305447048611,0.102294921875,0.22776285807291666,0.07651774088541667,0.09528266059027778,0.1995917426215278,0.11201307508680555
Potasium chloride.jpg,Cohesive,0.023078070746527776,0.057352701822916664,0.012661404079861112,0.0909695095486111,0.09922960069444445,0.22419569227430555,0.07618543836805555,0.09474690755208333,0.20835367838541666,0.11322699652777778
ParacetamolPowder.jpg,Cohesive,0.04654269748263889,0.0760226779513889,0.027730305989583332,0.09112548828125,0.08553059895833333,0.17173258463541666,0.07936604817708333,0.1011013454861111,0.1377224392361111,0.18312581380208334
ParacetamolPowder.jpg,Cohesive,0.04644775390625,0.0808444552951389,0.030497233072916668,0.0898098415798611,0.08501519097222222,0.1655544704861111,0.0784573025173611,0.10082329644097222,0.1302218967013889,0.1923285590277778
ParacetamolPowder.jpg,Cohesive,0.0416259765625,0.07379150390625,0.025973849826388888,0.09138319227430555,0.0862155490451389,0.17838541666666666,0.07921006944444445,0.10260009765625,0.1441718207465278,0.1766425238715278
ParacetamolPowder.jpg,Cohesive,0.04824490017361111,0.07863362630208333,0.029669867621527776,0.08978949652777778,0.08574761284722222,0.17067464192708334,0.07976616753472222,0.10143364800347222,0.13283284505208334,0.18320719401041666
ParacetamolPowder.jpg,Cohesive,0.04852294921875,0.08079020182291667,0.029276529947916668,0.0889621310763889,0.08380805121527778,0.16834852430555555,0.08034261067708333,0.10099283854166667,0.13144938151041666,0.1875067816840278
ParacetamolPowder.jpg,Cohesive,0.04293484157986111,0.07404242621527778,0.025858561197916668,0.0916748046875,0.08698187934027778,0.1775241427951389,0.079833984375,0.101318359375,0.14040120442708334,0.17942979600694445
ParacetamolPowder.jpg,Cohesive,0.0465087890625,0.07594129774305555,0.027513292100694444,0.08998616536458333,0.08766004774305555,0.17683241102430555,0.08022054036458333,0.10167100694444445,0.135498046875,0.1781684027777778
ParacetamolPowder.jpg,Cohesive,0.047322591145833336,0.07993570963541667,0.02935791015625,0.0895046657986111,0.0850830078125,0.17247178819444445,0.07872178819444445,0.10064019097222222,0.13252766927083334,0.18443467881944445
ParacetamolPowder.jpg,Cohesive,0.039788140190972224,0.07183159722222222,0.025180392795138888,0.0922512478298611,0.08885362413194445,0.1843193901909722,0.078125,0.10002305772569445,0.14771864149305555,0.1719089084201389
Lidocaine.jpg,Cohesive,0.031378851996527776,0.06517198350694445,0.04045274522569445,0.11436631944444445,0.1584743923611111,0.17518446180555555,0.09491644965277778,0.08917236328125,0.10539415147569445,0.12548828125
Lidocaine.jpg,Cohesive,0.033121744791666664,0.06658257378472222,0.040045844184027776,0.11329481336805555,0.15745713975694445,0.1765204535590278,0.09492323133680555,0.08931477864583333,0.1050075954861111,0.12373182508680555
Lidocaine.jpg,Cohesive,0.026963975694444444,0.062004937065972224,0.039082845052083336,0.11707899305555555,0.1648288302951389,0.17711046006944445,0.09813774956597222,0.08941650390625,0.1057467990451389,0.11962890625
Lidocaine.jpg,Cohesive,0.031697591145833336,0.06587049696180555,0.042534722222222224,0.11524115668402778,0.15411376953125,0.17411295572916666,0.09498426649305555,0.08863661024305555,0.10402425130208333,0.1287841796875
Lidocaine.jpg,Cohesive,0.036614312065972224,0.0693359375,0.04222276475694445,0.1112331814236111,0.1524319118923611,0.17152235243055555,0.09528944227430555,0.08936903211805555,0.1027560763888889,0.12922498914930555
Lidocaine.jpg,Cohesive,0.030877007378472224,0.06403266059027778,0.03887939453125,0.11547173394097222,0.16208902994791666,0.1779513888888889,0.0961574978298611,0.08782280815972222,0.10364447699652778,0.1230740017361111
Lidocaine.jpg,Cohesive,0.030829535590277776,0.06317816840277778,0.04157850477430555,0.11719428168402778,0.1579928927951389,0.1736518012152778,0.09650336371527778,0.0895046657986111,0.10486518012152778,0.12470160590277778
Lidocaine.jpg,Cohesive,0.03375244140625,0.0672607421875,0.04153103298611111,0.11418999565972222,0.15360514322916666,0.17280409071180555,0.09626600477430555,0.08873833550347222,0.1025661892361111,0.12928602430555555
Lidocaine.jpg,Cohesive,0.030476888020833332,0.06382921006944445,0.04068332248263889,0.1148342556423611,0.16180419921875,0.1759101019965278,0.09766303168402778,0.08844672309027778,0.10520426432291667,0.12114800347222222
Calcium Phosphate Dibasic.jpg,Cohesive,0.09302435980902778,0.11597357855902778,0.06410047743055555,0.07914903428819445,0.06412760416666667,0.0785793728298611,0.0725436740451389,0.0925632052951389,0.1149020724826389,0.22503662109375
Calcium Phosphate Dibasic.jpg,Cohesive,0.09132893880208333,0.11775037977430555,0.06258138020833333,0.07898627387152778,0.0653415256076389,0.07964409722222222,0.07225206163194445,0.09259033203125,0.11445448133680555,0.2250705295138889
Calcium Phosphate Dibasic.jpg,Cohesive,0.09136962890625,0.11430528428819445,0.06266954210069445,0.08106825086805555,0.06665717230902778,0.08570692274305555,0.07368299696180555,0.09221055772569445,0.1103244357638889,0.22200520833333334
Calcium Phosphate Dibasic.jpg,Cohesive,0.09168836805555555,0.115234375,0.06366644965277778,0.0799221462673611,0.06571451822916667,0.08159044053819445,0.07197401258680555,0.09412299262152778,0.1134914822048611,0.22259521484375
Calcium Phosphate Dibasic.jpg,Cohesive,0.09328206380208333,0.11802164713541667,0.06324598524305555,0.0780910915798611,0.0646091037326389,0.08092583550347222,0.07289632161458333,0.09223090277777778,0.11407470703125,0.2226223415798611
Calcium Phosphate Dibasic.jpg,Cohesive,0.08915879991319445,0.1143798828125,0.062032063802083336,0.08186848958333333,0.06751844618055555,0.08513726128472222,0.07195366753472222,0.0924072265625,0.1123996310763889,0.22314453125
Calcium Phosphate Dibasic.jpg,Cohesive,0.0903049045138889,0.11415608723958333,0.06513807508680555,0.08028157552083333,0.06587727864583333,0.08070203993055555,0.07130940755208333,0.09450276692708333,0.11528184678819445,0.2224460177951389
Calcium Phosphate Dibasic.jpg,Cohesive,0.09174940321180555,0.11622450086805555,0.062371148003472224,0.07880316840277778,0.06471761067708333,0.0823635525173611,0.07286241319444445,0.09309217664930555,0.11347113715277778,0.22434488932291666
Calcium Phosphate Dibasic.jpg,Cohesive,0.08204481336805555,0.10869683159722222,0.061455620659722224,0.08704969618055555,0.07676188151041667,0.09096272786458333,0.0754733615451389,0.09234619140625,0.1119045681423611,0.21330430772569445
Stearyl alcohol.jpg,Cohesive,0.06681993272569445,0.09393310546875,0.037272135416666664,0.08488633897569445,0.07645670572916667,0.14687093098958334,0.07698567708333333,0.09657118055555555,0.11241997612847222,0.20778401692708334
Stearyl alcohol.jpg,Cohesive,0.0752292209201389,0.09930419921875,0.040351019965277776,0.08270263671875,0.07452392578125,0.13759358723958334,0.07756890190972222,0.09299723307291667,0.10634358723958333,0.2133856879340278
Stearyl alcohol.jpg,Cohesive,0.06907823350694445,0.09321424696180555,0.03752305772569445,0.08542887369791667,0.07598876953125,0.14765760633680555,0.07747395833333333,0.0958251953125,0.1101955837673611,0.2076144748263889
Stearyl alcohol.jpg,Cohesive,0.0696139865451389,0.0933498806423611,0.036492241753472224,0.08378092447916667,0.07834879557291667,0.15049235026041666,0.0788302951388889,0.0963134765625,0.1120334201388889,0.20074462890625
Stearyl alcohol.jpg,Cohesive,0.0777316623263889,0.09849039713541667,0.040215386284722224,0.0812717013888889,0.07689751519097222,0.1392483181423611,0.07849799262152778,0.09377034505208333,0.10417344835069445,0.20970323350694445
Stearyl alcohol.jpg,Cohesive,0.07140435112847222,0.09513346354166667,0.03814697265625,0.08412679036458333,0.07745361328125,0.1457451714409722,0.078125,0.09507242838541667,0.1075168185763889,0.207275390625
Stearyl alcohol.jpg,Cohesive,0.06591796875,0.09067789713541667,0.036248101128472224,0.0843777126736111,0.08033582899305555,0.1560397677951389,0.07921685112847222,0.09675428602430555,0.11549207899305555,0.1949395073784722
Stearyl alcohol.jpg,Cohesive,0.0699123806423611,0.09504530164930555,0.037699381510416664,0.0852932400173611,0.07757568359375,0.14809163411458334,0.07819959852430555,0.09651014539930555,0.10858832465277778,0.20308430989583334
Stearyl alcohol.jpg,Cohesive,0.06550428602430555,0.0894775390625,0.036519368489583336,0.08489312065972222,0.07996283637152778,0.1559109157986111,0.07897271050347222,0.09532335069444445,0.1181301540798611,0.1953057183159722
Caffeine_19mm.jpg,Cohesive,0.06974283854166667,0.1001925998263889,0.040974934895833336,0.0832248263888889,0.06719292534722222,0.12141248914930555,0.07834879557291667,0.0975341796875,0.1141018337673611,0.22727457682291666
Caffeine_19mm.jpg,Cohesive,0.07356770833333333,0.10185411241319445,0.04121229383680555,0.0813327365451389,0.06748453776041667,0.12073432074652778,0.07939317491319445,0.0962795681423611,0.11054823133680555,0.2275933159722222
Caffeine_19mm.jpg,Cohesive,0.0635104709201389,0.09290907118055555,0.03571912977430555,0.0858493381076389,0.0703396267361111,0.13238525390625,0.07966444227430555,0.09898546006944445,0.1228976779513889,0.2177395290798611
Caffeine_19mm.jpg,Cohesive,0.07001410590277778,0.09832763671875,0.03908962673611111,0.08433024088541667,0.07086859809027778,0.1262885199652778,0.07940673828125,0.09663221571180555,0.11176893446180555,0.2232733832465278
Caffeine_19mm.jpg,Cohesive,0.0763888888888889,0.10310872395833333,0.041191948784722224,0.08045789930555555,0.0695461697048611,0.1199612087673611,0.07895914713541667,0.09568956163194445,0.1083713107638889,0.2263251410590278
Caffeine_19mm.jpg,Cohesive,0.06731499565972222,0.0975613064236111,0.03802490234375,0.08507622612847222,0.07025146484375,0.1297878689236111,0.0796780056423611,0.09792073567708333,0.11494954427083333,0.21943495008680555
Caffeine_19mm.jpg,Cohesive,0.060173882378472224,0.0906100802951389,0.036519368489583336,0.0868869357638889,0.07625325520833333,0.13664415147569445,0.07914225260416667,0.0989651150173611,0.1207275390625,0.2140774197048611
Caffeine_19mm.jpg,Cohesive,0.07307942708333333,0.1018948025173611,0.040568033854166664,0.0820041232638889,0.07067192925347222,0.12159559461805555,0.07908121744791667,0.09540473090277778,0.11018880208333333,0.22551133897569445
Caffeine_19mm.jpg,Cohesive,0.060187445746527776,0.08903672960069445,0.03337266710069445,0.08427598741319445,0.0773044162326389,0.1453179253472222,0.0794338650173611,0.09929063585069445,0.12965901692708334,0.2021213107638889
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.08588324652777778,0.1109619140625,0.048773871527777776,0.07552083333333333,0.06281195746527778,0.0948486328125,0.0758327907986111,0.0950046115451389,0.11319986979166667,0.23716227213541666
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.0854153103298611,0.11180962456597222,0.04909939236111111,0.07495795355902778,0.0636867947048611,0.09586588541666667,0.07666015625,0.09425184461805555,0.11244710286458333,0.2358059353298611
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.08405897352430555,0.11280653211805555,0.049723307291666664,0.07513427734375,0.061787923177083336,0.09077962239583333,0.07451036241319445,0.09516737196180555,0.1152615017361111,0.24077012803819445
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.08772786458333333,0.1131591796875,0.04948594835069445,0.07274034288194445,0.06318495008680555,0.09526909722222222,0.07695176866319445,0.09544542100694445,0.11168755425347222,0.2343478732638889
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.08732096354166667,0.11280653211805555,0.04928249782986111,0.07495795355902778,0.06501600477430555,0.09572347005208333,0.07661268446180555,0.09361436631944445,0.11089409722222222,0.2337714301215278
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.0891994900173611,0.11273871527777778,0.049004448784722224,0.07343207465277778,0.06269666883680555,0.09287516276041667,0.07539198133680555,0.0947536892361111,0.11201985677083333,0.2378879123263889
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.08594428168402778,0.1127658420138889,0.050543891059027776,0.07501220703125,0.06345621744791667,0.09184434678819445,0.0755954318576389,0.09541151258680555,0.1139255099826389,0.2355007595486111
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.08739556206597222,0.11443413628472222,0.05061170789930555,0.07421196831597222,0.062140570746527776,0.09284125434027778,0.07564290364583333,0.0961032443576389,0.11195203993055555,0.23466661241319445
Calcium phosphate dibasic_19mm.jpg,Cohesive,0.08239067925347222,0.1074490017361111,0.04853651258680555,0.07560221354166667,0.06437852647569445,0.09880913628472222,0.07433403862847222,0.09635416666666667,0.12192789713541667,0.2302178276909722
1-Octadecanol.jpg,Cohesive,0.04410129123263889,0.0727199978298611,0.023952907986111112,0.08715142144097222,0.08641899956597222,0.19178602430555555,0.0785183376736111,0.10325792100694445,0.15804036458333334,0.154052734375
1-Octadecanol.jpg,Cohesive,0.04568142361111111,0.07446967230902778,0.023871527777777776,0.08693440755208333,0.0860595703125,0.1869167751736111,0.07733154296875,0.10347493489583333,0.1557278103298611,0.15953233506944445
1-Octadecanol.jpg,Cohesive,0.043538411458333336,0.07505967881944445,0.022976345486111112,0.0867648654513889,0.08463541666666667,0.1865505642361111,0.07832166883680555,0.10272894965277778,0.1579928927951389,0.1614312065972222
1-Octadecanol.jpg,Cohesive,0.04608154296875,0.07289632161458333,0.024169921875,0.0877414279513889,0.08784315321180555,0.1904025607638889,0.07775200737847222,0.10284423828125,0.1546088324652778,0.15565999348958334
1-Octadecanol.jpg,Cohesive,0.04336886935763889,0.07184516059027778,0.023681640625,0.0865139431423611,0.0892673068576389,0.19572618272569445,0.07744683159722222,0.10040961371527778,0.15997314453125,0.1517673068576389
1-Octadecanol.jpg,Cohesive,0.04266357421875,0.07289632161458333,0.022725423177083332,0.08751763237847222,0.08714463975694445,0.1885918511284722,0.07773844401041667,0.10129801432291667,0.1601223415798611,0.1593017578125
1-Octadecanol.jpg,Cohesive,0.04721408420138889,0.07446967230902778,0.026102701822916668,0.0885891384548611,0.08623589409722222,0.1828342013888889,0.0784912109375,0.10445149739583333,0.1486884223090278,0.16292317708333334
1-Octadecanol.jpg,Cohesive,0.04275173611111111,0.07273356119791667,0.024617513020833332,0.0875583224826389,0.08875868055555555,0.1911688910590278,0.07862006293402778,0.1026950412326389,0.1574367947048611,0.1536593967013889
1-Octadecanol.jpg,Cohesive,0.041252983940972224,0.07078721788194445,0.023227267795138888,0.08998616536458333,0.08683268229166667,0.18818495008680555,0.07769097222222222,0.1015896267361111,0.1636420355902778,0.1568060980902778
Caffeine_15mm.jpg,Cohesive,0.0907253689236111,0.11100260416666667,0.045037163628472224,0.0749782986111111,0.06366644965277778,0.10902235243055555,0.07781982421875,0.0923733181423611,0.10465494791666667,0.2307196723090278
Caffeine_15mm.jpg,Cohesive,0.0908474392361111,0.11225721571180555,0.04476589626736111,0.07307264539930555,0.06689453125,0.11348470052083333,0.07790120442708333,0.09227837456597222,0.1021389431423611,0.22635904947916666
